HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Passenger,Total_Billed,Cabin_Deck,Cabin_Number,Cabin_Side
Europa,False,TRAPPIST-1e,25.0,False,0.0,4313.0,0.0,175.0,60.0,True,5292,1,4548.0,C,206,S
Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,5297,1,0.0,G,856,P
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,5298,1,0.0,G,862,S
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,5299,1,0.0,G,863,S
Earth,True,55 Cancri e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,5300,1,0.0,G,864,S
Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,5301,1,0.0,B,181,P
Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,5301,2,0.0,B,181,P
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,False,5303,1,0.0,G,857,P
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,5303,2,0.0,G,857,P
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,5303,3,0.0,G,857,P
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,5303,4,0.0,G,857,P
Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,5303,5,0.0,G,857,P
Mars,False,TRAPPIST-1e,18.0,False,1744.0,0.0,8.0,8.0,0.0,False,5304,1,1760.0,F,1019,S
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,5304,2,0.0,F,1019,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,2891.0,0.0,6.0,0.0,True,5305,1,2897.0,F,1084,P
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,5307,1,0.0,B,204,S
Mars,False,TRAPPIST-1e,32.0,False,4702.0,0.0,449.0,190.0,0.0,False,5310,1,5341.0,F,1021,S
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5312,1,0.0,B,182,P
Earth,False,TRAPPIST-1e,23.0,False,0.0,491.0,0.0,61.0,0.0,True,5313,1,552.0,F,1085,P
Europa,False,TRAPPIST-1e,25.0,False,0.0,3625.0,0.0,0.0,168.0,True,5314,1,3793.0,C,208,S
Earth,False,TRAPPIST-1e,18.0,False,454.0,0.0,0.0,324.0,0.0,False,5315,1,778.0,F,1086,P
Mars,True,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,5316,1,0.0,F,1087,P
Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,5320,1,0.0,E,330,P
Europa,False,TRAPPIST-1e,32.0,False,0.0,1301.0,0.0,94.0,356.0,False,5320,2,1751.0,E,330,P
Mars,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,5322,1,0.0,F,1090,P
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5323,1,0.0,F,1091,P
Earth,False,PSO J318.5-22,21.0,False,751.0,5.0,0.0,1.0,0.0,True,5325,1,757.0,F,1023,S
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,5326,1,0.0,F,1092,P
Europa,False,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,5327,1,0.0,B,183,P
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,708.0,101.0,0.0,True,5330,1,809.0,F,1094,P
Earth,False,TRAPPIST-1e,23.0,False,0.0,1.0,292.0,0.0,340.0,False,5331,1,633.0,F,1095,P
Earth,False,TRAPPIST-1e,48.0,False,456.0,0.0,39.0,0.0,5.0,True,5333,1,500.0,G,862,P
Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5334,1,0.0,G,867,S
Earth,False,TRAPPIST-1e,30.0,False,0.0,674.0,39.0,0.0,10.0,True,5334,2,723.0,G,867,S
Mars,False,TRAPPIST-1e,40.0,False,286.0,0.0,2299.0,12.0,0.0,True,5337,1,2597.0,F,1024,S
Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,33.0,677.0,0.0,False,5340,1,710.0,G,868,S
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5341,1,0.0,G,869,S
Mars,False,TRAPPIST-1e,17.0,False,13.0,0.0,565.0,367.0,1.0,False,5343,1,946.0,E,332,P
Europa,False,55 Cancri e,38.0,False,0.0,439.0,0.0,434.0,10074.0,False,5344,1,10947.0,C,168,P
Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5344,2,0.0,C,168,P
Mars,False,TRAPPIST-1e,14.0,False,809.0,0.0,59.0,0.0,0.0,False,5345,1,868.0,D,167,P
Mars,False,TRAPPIST-1e,20.0,False,134.0,0.0,6.0,1450.0,0.0,False,5345,2,1590.0,E,333,P
Earth,False,TRAPPIST-1e,21.0,False,37.0,0.0,31.0,696.0,63.0,True,5346,1,827.0,E,334,P
Europa,False,TRAPPIST-1e,18.0,False,0.0,3770.0,0.0,287.0,3491.0,False,5347,1,7548.0,C,169,P
Mars,False,TRAPPIST-1e,26.0,False,164.0,0.0,853.0,0.0,39.0,True,5348,1,1056.0,D,168,P
Europa,False,TRAPPIST-1e,35.0,False,25.0,866.0,0.0,3198.0,459.0,False,5350,1,4548.0,C,170,P
Mars,False,55 Cancri e,46.0,False,1082.0,80.0,1177.0,0.0,323.0,False,5351,1,2662.0,F,1026,S
Europa,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,5353,1,0.0,B,205,S
Europa,False,TRAPPIST-1e,39.0,False,43.0,9365.0,144.0,0.0,118.0,True,5353,2,9670.0,B,205,S
Mars,False,PSO J318.5-22,49.0,False,1690.0,0.0,85.0,0.0,0.0,False,5354,1,1775.0,D,161,S
Mars,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,5354,2,0.0,E,339,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,686.0,0.0,101.0,9.0,True,5355,1,796.0,F,1098,P
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,5355,2,0.0,G,865,P
Earth,False,TRAPPIST-1e,29.0,False,0.0,32.0,0.0,4517.0,0.0,False,5356,1,4549.0,E,340,S
0,False,TRAPPIST-1e,27.0,False,0.0,45.0,225.0,14.0,519.0,False,5359,1,803.0,F,1099,P
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5360,1,0.0,F,1100,P
Earth,False,PSO J318.5-22,18.0,False,0.0,0.0,0.0,150.0,0.0,True,5361,1,150.0,F,1101,P
Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,5362,1,0.0,E,336,P
Mars,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,5363,1,0.0,F,1102,P
Earth,False,TRAPPIST-1e,60.0,False,943.0,53.0,0.0,0.0,0.0,False,5365,1,996.0,E,337,P
Europa,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,5366,1,0.0,E,338,P
Europa,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,5367,1,0.0,C,209,S
Europa,False,TRAPPIST-1e,34.0,False,0.0,3195.0,0.0,102.0,1469.0,True,5367,2,4766.0,C,209,S
Europa,False,55 Cancri e,46.0,False,0.0,8221.0,0.0,1010.0,160.0,True,5367,3,9391.0,C,209,S
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,55.0,2288.0,1.0,False,5368,1,2344.0,G,870,S
Mars,False,TRAPPIST-1e,38.0,False,0.0,0.0,363.0,7.0,3.0,False,5372,1,373.0,E,342,S
Earth,False,0,29.0,False,0.0,61.0,942.0,2.0,0.0,True,5374,1,1005.0,F,1029,S
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,5375,1,0.0,C,210,S
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,5375,2,0.0,C,210,S
Europa,False,TRAPPIST-1e,30.0,False,0.0,95.0,0.0,1202.0,5558.0,False,5378,1,6855.0,C,173,P
Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,8.0,3409.0,0.0,False,5379,1,3417.0,F,1030,S
Mars,False,TRAPPIST-1e,36.0,False,386.0,0.0,756.0,6.0,0.0,False,5380,1,1148.0,F,1104,P
Earth,False,55 Cancri e,23.0,False,253.0,0.0,1175.0,3.0,0.0,False,5383,1,1431.0,F,1105,P
Europa,True,TRAPPIST-1e,34.0,True,0.0,5210.0,0.0,1332.0,2.0,True,5384,1,6544.0,A,65,S
Europa,False,TRAPPIST-1e,26.0,False,0.0,4894.0,0.0,62.0,85.0,True,5384,2,5041.0,A,65,S
Mars,False,TRAPPIST-1e,31.0,False,2048.0,0.0,1040.0,136.0,0.0,False,5385,1,3224.0,D,170,P
Mars,False,TRAPPIST-1e,48.0,False,581.0,6.0,1.0,158.0,0.0,False,5387,1,746.0,D,171,P
Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,5388,1,0.0,G,871,S
Mars,False,TRAPPIST-1e,27.0,False,2.0,0.0,1320.0,0.0,26.0,True,5389,1,1348.0,F,1106,P
Mars,False,TRAPPIST-1e,32.0,False,2497.0,0.0,101.0,0.0,0.0,False,5389,2,2598.0,F,1106,P
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,5390,1,0.0,G,872,S
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5390,2,0.0,G,872,S
Earth,False,TRAPPIST-1e,48.0,False,83.0,110.0,0.0,690.0,8.0,True,5390,3,891.0,F,1032,S
Mars,False,TRAPPIST-1e,35.0,True,628.0,6.0,528.0,136.0,0.0,False,5392,1,1298.0,E,343,S
Mars,False,TRAPPIST-1e,14.0,False,246.0,0.0,2153.0,0.0,0.0,True,5394,1,2399.0,D,172,P
Mars,False,TRAPPIST-1e,28.0,False,4.0,0.0,2574.0,0.0,0.0,True,5395,1,2578.0,D,173,P
Mars,False,TRAPPIST-1e,20.0,False,743.0,378.0,8.0,0.0,0.0,False,5396,1,1129.0,F,1109,P
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,5397,1,0.0,D,162,S
Mars,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,5397,2,0.0,D,162,S
Mars,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,5397,3,0.0,D,162,S
Earth,False,TRAPPIST-1e,44.0,False,0.0,0.0,5.0,30.0,777.0,False,5401,1,812.0,G,869,P
Mars,False,TRAPPIST-1e,40.0,False,1269.0,0.0,75.0,0.0,4.0,False,5402,1,1348.0,F,1034,S
Earth,False,TRAPPIST-1e,38.0,False,766.0,38.0,0.0,0.0,0.0,False,5404,1,804.0,F,1111,P
0,False,PSO J318.5-22,22.0,False,2.0,46.0,0.0,483.0,67.0,False,5406,1,598.0,F,1035,S
Mars,False,TRAPPIST-1e,32.0,False,1781.0,0.0,654.0,580.0,0.0,False,5408,1,3015.0,D,174,P
Mars,False,TRAPPIST-1e,16.0,False,2116.0,0.0,350.0,0.0,901.0,False,5408,2,3367.0,D,174,P
Mars,False,TRAPPIST-1e,33.0,False,748.0,130.0,1047.0,458.0,0.0,False,5410,1,2383.0,D,163,S
Europa,False,TRAPPIST-1e,38.0,False,20.0,3960.0,153.0,280.0,1674.0,False,5411,1,6087.0,B,206,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,806.0,0.0,2.0,0.0,True,5412,1,808.0,G,870,P
Earth,False,TRAPPIST-1e,16.0,False,3.0,595.0,0.0,9.0,321.0,True,5413,1,928.0,G,871,P
Earth,False,PSO J318.5-22,16.0,False,481.0,0.0,166.0,0.0,122.0,False,5414,1,769.0,G,872,P
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,5414,2,0.0,G,872,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,824.0,0.0,0.0,411.0,False,5414,3,1235.0,F,1112,P
Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,1544.0,False,5414,4,1544.0,F,1112,P
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5414,5,0.0,G,872,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,747.0,8.0,0.0,314.0,False,5415,1,1069.0,F,1113,P
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5416,1,0.0,F,1114,P
Mars,False,TRAPPIST-1e,30.0,False,138.0,0.0,208.0,952.0,0.0,False,5416,2,1298.0,E,340,P
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5416,3,0.0,F,1114,P
Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5416,4,0.0,F,1114,P
Mars,False,TRAPPIST-1e,41.0,False,164.0,0.0,1115.0,1.0,18.0,False,5418,1,1298.0,E,349,S
Earth,False,TRAPPIST-1e,39.0,False,0.0,829.0,0.0,1.0,0.0,True,5420,1,830.0,F,1036,S
Earth,False,TRAPPIST-1e,37.0,False,389.0,0.0,1.0,3369.0,3.0,False,5421,1,3762.0,G,873,S
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,5422,1,0.0,D,164,S
Mars,False,TRAPPIST-1e,49.0,False,552.0,0.0,7.0,0.0,183.0,False,5423,1,742.0,F,1116,P
Mars,False,TRAPPIST-1e,28.0,False,142.0,0.0,1878.0,62.0,0.0,True,5423,2,2082.0,E,341,P
Mars,False,PSO J318.5-22,13.0,False,358.0,65.0,599.0,676.0,0.0,False,5424,1,1698.0,F,1117,P
Mars,False,TRAPPIST-1e,64.0,False,469.0,700.0,2.0,1.0,0.0,False,5424,2,1172.0,E,342,P
Earth,False,PSO J318.5-22,24.0,False,1.0,0.0,11.0,0.0,734.0,False,5425,1,746.0,F,1037,S
Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5427,1,0.0,F,1118,P
Mars,False,TRAPPIST-1e,18.0,False,3458.0,0.0,216.0,0.0,0.0,False,5427,2,3674.0,F,1118,P
Mars,False,TRAPPIST-1e,25.0,False,948.0,0.0,1.0,170.0,0.0,False,5427,3,1119.0,F,1118,P
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,5430,1,0.0,G,873,P
Earth,False,55 Cancri e,33.0,False,2.0,0.0,0.0,0.0,720.0,True,5431,1,722.0,E,350,S
Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,5434,1,0.0,G,874,P
Mars,False,TRAPPIST-1e,50.0,False,846.0,0.0,280.0,280.0,0.0,False,5435,1,1406.0,F,1121,P
Mars,False,TRAPPIST-1e,44.0,False,1267.0,18.0,0.0,3.0,0.0,True,5437,1,1288.0,F,1123,P
Earth,True,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,False,5438,1,0.0,G,875,P
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,5440,1,0.0,G,875,S
Earth,False,55 Cancri e,30.0,False,0.0,59.0,18.0,639.0,0.0,False,5440,2,716.0,F,1041,S
Earth,False,TRAPPIST-1e,27.0,False,1109.0,0.0,0.0,0.0,0.0,False,5440,3,1109.0,F,1041,S
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,5441,1,0.0,B,207,S
Earth,False,55 Cancri e,13.0,False,4.0,99.0,1.0,0.0,595.0,False,5443,1,699.0,F,1124,P
0,False,TRAPPIST-1e,61.0,False,0.0,53.0,813.0,3.0,0.0,False,5445,1,869.0,F,1125,P
Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,5446,1,0.0,G,876,P
Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,5447,1,0.0,F,1126,P
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5447,2,0.0,F,1126,P
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,True,5450,1,0.0,G,877,P
0,False,PSO J318.5-22,21.0,False,0.0,697.0,0.0,0.0,0.0,True,5451,1,697.0,F,1127,P
Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,5452,1,0.0,C,212,S
Earth,False,55 Cancri e,28.0,False,0.0,9.0,0.0,1114.0,5.0,False,5453,1,1128.0,F,1044,S
Mars,False,TRAPPIST-1e,30.0,False,848.0,1497.0,2.0,0.0,0.0,False,5454,1,2347.0,E,343,P
Mars,False,55 Cancri e,13.0,False,9920.0,0.0,180.0,130.0,571.0,False,5455,1,10801.0,E,344,P
Earth,False,TRAPPIST-1e,39.0,False,0.0,1.0,0.0,739.0,0.0,False,5457,1,740.0,F,1129,P
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,980.0,7.0,0.0,False,5458,1,987.0,E,351,S
Europa,False,TRAPPIST-1e,38.0,False,0.0,347.0,0.0,1545.0,2187.0,False,5459,1,4079.0,C,213,S
Mars,False,TRAPPIST-1e,20.0,False,489.0,126.0,663.0,214.0,0.0,False,5462,1,1492.0,F,1131,P
Earth,False,TRAPPIST-1e,21.0,False,724.0,0.0,0.0,0.0,0.0,True,5463,1,724.0,F,1045,S
Mars,False,TRAPPIST-1e,27.0,False,1.0,1.0,2196.0,372.0,0.0,False,5465,1,2570.0,F,1132,P
Mars,False,TRAPPIST-1e,49.0,False,226.0,11.0,2.0,1580.0,0.0,False,5465,2,1819.0,F,1132,P
Mars,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,5465,3,0.0,F,1132,P
Europa,True,55 Cancri e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,5466,1,0.0,B,185,P
Europa,False,55 Cancri e,33.0,True,0.0,1473.0,1089.0,5700.0,1466.0,False,5466,2,9728.0,B,185,P
Europa,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,5466,3,0.0,B,185,P
Europa,False,55 Cancri e,35.0,False,0.0,4618.0,0.0,324.0,12061.0,False,5466,4,17003.0,B,185,P
Europa,False,TRAPPIST-1e,46.0,False,0.0,4524.0,0.0,243.0,7730.0,False,5466,5,12497.0,B,185,P
Earth,False,TRAPPIST-1e,31.0,False,2703.0,21.0,0.0,0.0,1.0,False,5467,1,2725.0,F,1046,S
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,5468,1,0.0,B,208,S
Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,5469,1,0.0,A,50,P
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,5470,1,0.0,G,878,P
Earth,False,TRAPPIST-1e,57.0,False,685.0,0.0,0.0,0.0,0.0,False,5471,1,685.0,G,877,S
Earth,False,PSO J318.5-22,37.0,False,0.0,0.0,559.0,11.0,0.0,True,5472,1,570.0,F,1047,S
Earth,False,TRAPPIST-1e,43.0,False,0.0,0.0,1.0,0.0,0.0,False,5475,1,1.0,F,1134,P
Earth,False,TRAPPIST-1e,49.0,False,1020.0,0.0,2.0,2.0,0.0,True,5476,1,1024.0,G,879,S
Earth,False,TRAPPIST-1e,17.0,False,0.0,150.0,166.0,570.0,0.0,True,5477,1,886.0,G,880,S
Mars,False,TRAPPIST-1e,29.0,False,518.0,0.0,10.0,1245.0,0.0,False,5478,1,1773.0,F,1048,S
Earth,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5479,1,0.0,G,881,S
Earth,False,PSO J318.5-22,17.0,False,2.0,0.0,0.0,0.0,681.0,False,5483,1,683.0,F,1135,P
Mars,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,5484,1,0.0,F,1050,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,9.0,82.0,14.0,704.0,False,5485,1,809.0,G,880,P
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,5487,1,0.0,F,1136,P
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,5488,1,0.0,B,186,P
Europa,False,TRAPPIST-1e,15.0,False,0.0,22.0,6805.0,0.0,531.0,True,5488,2,7358.0,B,186,P
Europa,False,TRAPPIST-1e,53.0,False,0.0,6634.0,0.0,5047.0,108.0,False,5488,3,11789.0,B,186,P
Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,5488,4,0.0,B,186,P
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,5489,1,0.0,G,881,P
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,5489,2,0.0,G,881,P
Mars,False,TRAPPIST-1e,26.0,False,665.0,76.0,0.0,1478.0,0.0,False,5490,1,2219.0,F,1137,P
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,499.0,285.0,103.0,False,5491,1,887.0,G,882,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,551.0,59.0,720.0,14.0,False,5492,1,1344.0,F,1052,S
Earth,False,TRAPPIST-1e,22.0,False,658.0,0.0,0.0,161.0,3.0,True,5494,1,822.0,F,1053,S
Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,5496,1,0.0,G,882,P
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,5497,1,0.0,B,210,S
Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,5497,2,0.0,B,210,S
Earth,True,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,5499,1,0.0,G,884,S
Mars,False,55 Cancri e,21.0,False,4027.0,0.0,47.0,83.0,0.0,False,5500,1,4157.0,D,175,P
Earth,False,TRAPPIST-1e,35.0,False,702.0,104.0,5.0,76.0,0.0,True,5501,1,887.0,G,885,S
Earth,False,TRAPPIST-1e,22.0,False,142.0,1307.0,0.0,0.0,0.0,False,5504,1,1449.0,F,1140,P
Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,5506,1,0.0,D,166,S
Mars,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,5507,1,0.0,E,356,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,800.0,0.0,0.0,True,5509,1,800.0,F,1055,S
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5510,1,0.0,G,887,S
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5511,1,0.0,G,884,P
Earth,False,PSO J318.5-22,25.0,False,39.0,0.0,169.0,20.0,1403.0,False,5511,2,1631.0,E,346,P
Europa,False,55 Cancri e,31.0,False,0.0,225.0,0.0,301.0,4090.0,False,5512,1,4616.0,A,67,S
Europa,False,55 Cancri e,50.0,False,0.0,8162.0,1044.0,699.0,46.0,True,5512,2,9951.0,B,211,S
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5514,1,0.0,G,889,S
Earth,True,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,True,5514,2,0.0,G,889,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,6.0,0.0,814.0,107.0,True,5514,3,927.0,G,889,S
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5514,4,0.0,G,889,S
Earth,False,TRAPPIST-1e,22.0,False,758.0,0.0,46.0,0.0,0.0,False,5515,1,804.0,F,1141,P
Mars,False,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,False,5517,1,0.0,E,357,S
Earth,False,TRAPPIST-1e,56.0,False,0.0,4.0,778.0,0.0,0.0,True,5520,1,782.0,G,890,S
Earth,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,676.0,124.0,False,5521,1,800.0,F,1058,S
Earth,False,55 Cancri e,42.0,False,31.0,0.0,0.0,635.0,0.0,True,5522,1,666.0,E,358,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,703.0,0.0,True,5522,2,703.0,F,1059,S
Earth,False,TRAPPIST-1e,27.0,False,508.0,585.0,9.0,0.0,0.0,True,5522,3,1102.0,F,1059,S
Earth,False,PSO J318.5-22,29.0,False,0.0,0.0,20.0,0.0,402.0,False,5523,1,422.0,G,885,P
Earth,False,55 Cancri e,36.0,False,85.0,0.0,545.0,15.0,0.0,True,5524,1,645.0,F,1060,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,4.0,145.0,0.0,False,5526,1,149.0,F,1061,S
Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,5526,2,0.0,G,891,S
Earth,False,TRAPPIST-1e,19.0,False,1.0,1.0,0.0,0.0,1755.0,False,5527,1,1757.0,G,886,P
Earth,True,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,5527,2,0.0,G,886,P
Earth,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,False,5527,3,0.0,G,886,P
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5527,4,0.0,G,886,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,288.0,35.0,0.0,435.0,False,5528,1,758.0,F,1143,P
Europa,False,55 Cancri e,39.0,False,5645.0,132.0,0.0,1.0,1814.0,False,5529,1,7592.0,C,174,P
Mars,False,TRAPPIST-1e,37.0,False,10.0,20.0,868.0,115.0,0.0,False,5530,1,1013.0,E,347,P
Mars,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,5530,2,0.0,F,1144,P
Mars,False,PSO J318.5-22,43.0,False,817.0,0.0,617.0,0.0,0.0,False,5531,1,1434.0,F,1145,P
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,5531,2,0.0,F,1145,P
Earth,False,TRAPPIST-1e,20.0,False,41.0,222.0,0.0,43.0,601.0,True,5535,1,907.0,G,893,S
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,5535,2,0.0,G,893,S
Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,5535,3,0.0,G,893,S
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5536,1,0.0,F,1062,S
Mars,False,TRAPPIST-1e,50.0,False,690.0,0.0,30.0,762.0,428.0,False,5537,1,1910.0,F,1063,S
Mars,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,5538,1,0.0,F,1146,P
Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,5538,2,0.0,F,1146,P
Europa,False,TRAPPIST-1e,26.0,False,0.0,1583.0,0.0,232.0,8040.0,False,5539,1,9855.0,B,187,P
Earth,False,TRAPPIST-1e,21.0,False,39.0,360.0,0.0,0.0,0.0,True,5540,1,399.0,E,360,S
